anio,mes,producto,unidad,usd,usd_kg
2015,Febrero,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Febrero,Banano Cavendish Enano,Caja aprox. 43 lb,7.76,0.4
2015,Febrero,Banano Cavendish Spot,Caja aprox. 43 lb,7.79,0.4
2015,Febrero,Brócoli,Kilogramo,0.25,0.25
2015,Febrero,Cacao CCN51 Almendra Seca,Quintal,102.55,2.26
2015,Febrero,Cacao Fino de Aroma Almendra Seca,Quintal,101.34,2.23
2015,Febrero,Café Arábigo Bola,Quintal,154.79,3.41
2015,Febrero,Café Robusta Cereza,Quintal,14.44,0.32
2015,Febrero,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.0,0.03
2015,Febrero,Cebolla Colorada Seca y Limpia de Primera,Quintal,17.5,0.39
2015,Febrero,Cerdo en Pie para Faenamiento,Libra,1.15,2.55
2015,Febrero,Fréjol Amarillo Seco,Quintal,100.0,2.2
2015,Febrero,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,27.0,0.54
2015,Febrero,Frutilla,Caja de 10 lb,3.91,0.86
2015,Febrero,Huevo Mediano,Cubeta de 30 huevos,2.56,
2015,Febrero,Leche Cruda,Litro,0.43,
2015,Febrero,Limón,Saco aprox. 80 lb,12.67,0.35
2015,Febrero,Maíz Duro Seco,Quintal,18.1,0.4
2015,Febrero,Maíz Suave Choclo,Bulto aprox. 110 lb,20.41,0.41
2015,Febrero,Maracuyá,Kilogramo,0.27,0.27
2015,Febrero,Naranjilla Híbrida,Caja aprox. 35 lb,9.34,0.59
2015,Febrero,Palma de Aceite,Tonelada Métrica,135.44,0.14
2015,Febrero,Palmito,Tallo aprox. 3 lb,0.26,0.19
2015,Febrero,Panela en Bloque,Quintal,40.73,0.9
2015,Febrero,Panela Granulada,Quintal,47.22,1.04
2015,Febrero,Papa Superchola,Quintal,19.38,0.43
2015,Febrero,Pimiento,Saco aprox. 80 lb,15.11,0.42
2015,Febrero,Piña MD-2,Kilogramo,0.4,0.4
2015,Febrero,Piña Nacional,Kilogramo,0.53,0.53
2015,Febrero,Pitahaya,Kilogramo,1.88,1.88
2015,Febrero,Plátano Barraganete,Racimo aprox. 50 lb,2.09,0.09
2015,Febrero,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.3,0.32
2015,Febrero,Plátano Dominico,Racimo aprox. 50 lb,2.06,0.09
2015,Febrero,Pollo en Pie,Libra,0.77,1.72
2015,Febrero,Tomate de Árbol,Saco aprox. 80 lb,30.58,0.84
2015,Febrero,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,3.35,0.21
2015,Febrero,Tomate Riñón de Invernadero,Caja aprox. 35 lb,5.95,0.37
2015,Febrero,Yuca Amarga,Funda aprox. 150 lb,11.74,0.17
2015,Febrero,Yuca Bolona Blanca,Funda aprox. 150 lb,11.19,0.16
2015,Marzo,Arroz Cáscara,Saca aprox. 200 lb,43.11,0.47
2015,Marzo,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Marzo,Banano Cavendish Enano,Caja aprox. 43 lb,6.29,0.32
2015,Marzo,Banano Cavendish Spot,Caja aprox. 43 lb,6.37,0.33
2015,Marzo,Brócoli,Kilogramo,0.25,0.25
2015,Marzo,Cacao CCN51 Almendra Seca,Quintal,105.59,2.32
2015,Marzo,Cacao Fino de Aroma Almendra Seca,Quintal,103.22,2.27
2015,Marzo,Café Arábigo Bola,Quintal,158.21,3.48
2015,Marzo,Café Robusta Cereza,Quintal,14.22,0.31
2015,Marzo,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.0,0.03
2015,Marzo,Cebolla Colorada Seca y Limpia de Primera,Quintal,16.25,0.36
2015,Marzo,Cerdo en Pie para Faenamiento,Libra,1.09,2.43
2015,Marzo,Fréjol Amarillo Seco,Quintal,100.0,2.2
2015,Marzo,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,40.63,0.81
2015,Marzo,Frutilla,Caja de 10 lb,5.63,1.24
2015,Marzo,Huevo Mediano,Cubeta de 30 huevos,2.69,
2015,Marzo,Leche Cruda,Litro,0.43,
2015,Marzo,Limón,Saco aprox. 80 lb,9.67,0.27
2015,Marzo,Maíz Duro Seco,Quintal,18.95,0.42
2015,Marzo,Maíz Suave Choclo,Bulto aprox. 110 lb,20.41,0.41
2015,Marzo,Maracuyá,Kilogramo,0.25,0.25
2015,Marzo,Naranjilla Híbrida,Caja aprox. 35 lb,8.83,0.55
2015,Marzo,Palma de Aceite,Tonelada Métrica,118.49,0.12
2015,Marzo,Palmito,Tallo aprox. 3 lb,0.39,0.28
2015,Marzo,Panela en Bloque,Quintal,50.53,1.11
2015,Marzo,Panela Granulada,Quintal,44.17,0.97
2015,Marzo,Papa Superchola,Quintal,18.78,0.41
2015,Marzo,Pimiento,Saco aprox. 80 lb,15.41,0.42
2015,Marzo,Piña MD-2,Kilogramo,0.4,0.4
2015,Marzo,Piña Nacional,Kilogramo,0.59,0.59
2015,Marzo,Pitahaya,Kilogramo,1.25,1.25
2015,Marzo,Plátano Barraganete,Racimo aprox. 50 lb,1.8,0.08
2015,Marzo,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.3,0.32
2015,Marzo,Plátano Dominico,Racimo aprox. 50 lb,1.73,0.08
2015,Marzo,Pollo en Pie,Libra,0.78,1.74
2015,Marzo,Tomate de Árbol,Saco aprox. 80 lb,32.93,0.91
2015,Marzo,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,5.77,0.36
2015,Marzo,Tomate Riñón de Invernadero,Caja aprox. 35 lb,7.5,0.47
2015,Marzo,Yuca Amarga,Funda aprox. 150 lb,13.32,0.2
2015,Marzo,Yuca Bolona Blanca,Funda aprox. 150 lb,15.74,0.23
2015,Abril,Arroz Cáscara,Saca aprox. 200 lb,42.55,0.47
2015,Abril,Arveja Tierna en Vaina,Bulto aprox. 110 lb,38.63,0.77
2015,Abril,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Abril,Banano Cavendish Enano,Caja aprox. 43 lb,5.24,0.27
2015,Abril,Banano Cavendish Spot,Caja aprox. 43 lb,3.49,0.18
2015,Abril,Brócoli,Kilogramo,0.26,0.26
2015,Abril,Cacao CCN51 Almendra Seca,Quintal,104.42,2.3
2015,Abril,Cacao Fino de Aroma Almendra Seca,Quintal,104.77,2.31
2015,Abril,Café Arábigo Bola,Quintal,157.93,3.47
2015,Abril,Café Robusta Cereza,Quintal,13.75,0.3
2015,Abril,Caña de Azúcar Tallo Fresco,Tonelada Métrica,32.42,0.03
2015,Abril,Cebolla Colorada Seca y Limpia de Primera,Quintal,23.5,0.52
2015,Abril,Cebolla Perla Seca y Limpia de Primera,Quintal,18.08,0.4
2015,Abril,Cerdo en Pie para Faenamiento,Libra,1.02,2.27
2015,Abril,Fréjol Amarillo Seco,Quintal,106.6,2.35
2015,Abril,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,35.73,0.71
2015,Abril,Frutilla,Caja de 10 lb,5.25,1.15
2015,Abril,Huevo Mediano,Cubeta de 30 huevos,2.64,
2015,Abril,Leche Cruda,Litro,0.43,
2015,Abril,Limón,Saco aprox. 80 lb,10.17,0.28
2015,Abril,Maíz Duro Seco,Quintal,15.46,0.34
2015,Abril,Maíz Suave Choclo,Bulto aprox. 110 lb,14.24,0.28
2015,Abril,Maracuyá,Kilogramo,0.21,0.21
2015,Abril,Naranjilla Híbrida,Caja aprox. 35 lb,8.6,0.54
2015,Abril,Palma de Aceite,Tonelada Métrica,117.28,0.12
2015,Abril,Palmito,Tallo aprox. 3 lb,0.36,0.27
2015,Abril,Panela en Bloque,Quintal,36.06,0.79
2015,Abril,Panela Granulada,Quintal,45.96,1.01
2015,Abril,Papa Superchola,Quintal,15.94,0.35
2015,Abril,Pimiento,Saco aprox. 80 lb,21.92,0.6
2015,Abril,Piña MD-2,Kilogramo,0.41,0.41
2015,Abril,Piña Nacional,Kilogramo,0.59,0.59
2015,Abril,Pitahaya,Kilogramo,2.12,2.12
2015,Abril,Plátano Barraganete,Racimo aprox. 50 lb,2.13,0.09
2015,Abril,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.3,0.32
2015,Abril,Plátano Dominico,Racimo aprox. 50 lb,1.59,0.07
2015,Abril,Pollo en Pie,Libra,0.81,1.79
2015,Abril,Tomate de Árbol,Saco aprox. 80 lb,33.18,0.91
2015,Abril,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,4.45,0.28
2015,Abril,Tomate Riñón de Invernadero,Caja aprox. 35 lb,8.23,0.52
2015,Abril,Yuca Amarga,Funda aprox. 150 lb,14.42,0.21
2015,Abril,Yuca Bolona Blanca,Funda aprox. 150 lb,18.97,0.28
2015,Mayo,Arroz Cáscara,Saca aprox. 200 lb,40.75,0.45
2015,Mayo,Arveja Tierna en Vaina,Bulto aprox. 110 lb,35.9,0.72
2015,Mayo,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Mayo,Banano Cavendish Enano,Caja aprox. 43 lb,4.23,0.22
2015,Mayo,Banano Cavendish Spot,Caja aprox. 43 lb,3.84,0.2
2015,Mayo,Brócoli,Kilogramo,0.25,0.25
2015,Mayo,Cacao CCN51 Almendra Seca,Quintal,112.42,2.47
2015,Mayo,Cacao Fino de Aroma Almendra Seca,Quintal,110.15,2.42
2015,Mayo,Café Arábigo Bola,Quintal,154.53,3.4
2015,Mayo,Café Robusta Cereza,Quintal,12.54,0.28
2015,Mayo,Caña de Azúcar Tallo Fresco,Tonelada Métrica,34.87,0.03
2015,Mayo,Cebolla Colorada Seca y Limpia de Primera,Quintal,16.88,0.37
2015,Mayo,Cebolla Perla Seca y Limpia de Primera,Quintal,15.56,0.34
2015,Mayo,Cerdo en Pie para Faenamiento,Libra,0.96,2.12
2015,Mayo,Fréjol Amarillo Seco,Quintal,113.02,2.49
2015,Mayo,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,37.4,0.75
2015,Mayo,Frutilla,Caja de 10 lb,4.0,0.88
2015,Mayo,Haba Tierna en Vaina,Libra,0.5,1.11
2015,Mayo,Huevo Mediano,Cubeta de 30 huevos,2.53,
2015,Mayo,Leche Cruda,Litro,0.43,
2015,Mayo,Limón,Saco aprox. 80 lb,14.8,0.41
2015,Mayo,Maíz Duro Seco,Quintal,16.58,0.36
2015,Mayo,Maíz Suave Choclo,Bulto aprox. 110 lb,12.44,0.25
2015,Mayo,Maracuyá,Kilogramo,0.29,0.29
2015,Mayo,Naranjilla Híbrida,Caja aprox. 35 lb,8.24,0.52
2015,Mayo,Palma de Aceite,Tonelada Métrica,115.22,0.12
2015,Mayo,Palmito,Tallo aprox. 3 lb,0.26,0.19
2015,Mayo,Panela en Bloque,Quintal,38.56,0.85
2015,Mayo,Panela Granulada,Quintal,46.58,1.02
2015,Mayo,Papa Superchola,Quintal,14.3,0.31
2015,Mayo,Pimiento,Saco aprox. 80 lb,25.48,0.7
2015,Mayo,Piña MD-2,Kilogramo,0.43,0.43
2015,Mayo,Piña Nacional,Kilogramo,0.56,0.56
2015,Mayo,Pitahaya,Kilogramo,3.13,3.13
2015,Mayo,Plátano Barraganete,Racimo aprox. 50 lb,2.02,0.09
2015,Mayo,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.3,0.32
2015,Mayo,Plátano Dominico,Racimo aprox. 50 lb,1.46,0.06
2015,Mayo,Pollo en Pie,Libra,0.93,2.06
2015,Mayo,Tomate de Árbol,Saco aprox. 80 lb,30.5,0.84
2015,Mayo,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,7.25,0.46
2015,Mayo,Tomate Riñón de Invernadero,Caja aprox. 35 lb,11.07,0.7
2015,Mayo,Yuca Amarga,Funda aprox. 150 lb,14.61,0.21
2015,Mayo,Yuca Bolona Blanca,Funda aprox. 150 lb,20.0,0.29
2015,Junio,Arroz Cáscara,Saca aprox. 200 lb,42.95,0.47
2015,Junio,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Junio,Banano Cavendish Enano,Caja aprox. 43 lb,4.73,0.24
2015,Junio,Banano Cavendish Spot,Caja aprox. 43 lb,5.75,0.29
2015,Junio,Brócoli,Kilogramo,0.25,0.25
2015,Junio,Cacao CCN51 Almendra Seca,Quintal,119.37,2.63
2015,Junio,Cacao Fino de Aroma Almendra Seca,Quintal,117.34,2.58
2015,Junio,Café Arábigo Bola,Quintal,152.43,3.35
2015,Junio,Café Robusta Cereza,Quintal,13.45,0.3
2015,Junio,Caña de Azúcar Tallo Fresco,Tonelada Métrica,35.0,0.04
2015,Junio,Cebolla Colorada Seca y Limpia de Primera,Quintal,28.54,0.63
2015,Junio,Cebolla Perla Seca y Limpia de Primera,Quintal,21.56,0.47
2015,Junio,Cerdo en Pie para Faenamiento,Libra,0.97,2.15
2015,Junio,Fréjol Amarillo Seco,Quintal,124.52,2.74
2015,Junio,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,24.7,0.49
2015,Junio,Frutilla,Caja de 10 lb,3.95,0.87
2015,Junio,Haba Tierna en Vaina,Libra,0.5,1.11
2015,Junio,Huevo Mediano,Cubeta de 30 huevos,2.49,
2015,Junio,Leche Cruda,Litro,0.44,
2015,Junio,Limón,Saco aprox. 80 lb,23.0,0.63
2015,Junio,Maíz Duro Seco,Quintal,13.82,0.3
2015,Junio,Maíz Suave Choclo,Bulto aprox. 110 lb,13.73,0.27
2015,Junio,Maracuyá,Kilogramo,0.31,0.31
2015,Junio,Naranjilla Híbrida,Caja aprox. 35 lb,8.83,0.56
2015,Junio,Palma de Aceite,Tonelada Métrica,116.35,0.12
2015,Junio,Palmito,Tallo aprox. 3 lb,0.26,0.19
2015,Junio,Panela en Bloque,Quintal,41.63,0.92
2015,Junio,Panela Granulada,Quintal,47.25,1.04
2015,Junio,Papa Superchola,Quintal,16.39,0.36
2015,Junio,Pimiento,Saco aprox. 80 lb,24.89,0.68
2015,Junio,Piña MD-2,Kilogramo,0.42,0.42
2015,Junio,Piña Nacional,Kilogramo,0.56,0.56
2015,Junio,Pitahaya,Kilogramo,2.02,2.02
2015,Junio,Plátano Barraganete,Racimo aprox. 50 lb,2.15,0.09
2015,Junio,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.3,0.32
2015,Junio,Plátano Dominico,Racimo aprox. 50 lb,1.54,0.07
2015,Junio,Pollo en Pie,Libra,0.98,2.18
2015,Junio,Tomate de Árbol,Saco aprox. 80 lb,26.53,0.73
2015,Junio,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,8.87,0.56
2015,Junio,Tomate Riñón de Invernadero,Caja aprox. 35 lb,9.52,0.6
2015,Junio,Yuca Amarga,Funda aprox. 150 lb,17.68,0.26
2015,Junio,Yuca Bolona Blanca,Funda aprox. 150 lb,18.8,0.28
2015,Julio,Arroz Cáscara,Saca aprox. 200 lb,40.97,0.45
2015,Julio,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Julio,Banano Cavendish Enano,Caja aprox. 43 lb,4.74,0.24
2015,Julio,Banano Cavendish Spot,Caja aprox. 43 lb,3.89,0.2
2015,Julio,Cacao CCN51 Almendra Seca,Quintal,125.77,2.77
2015,Julio,Cacao Fino de Aroma Almendra Seca,Quintal,119.16,2.62
2015,Julio,Café Robusta Cereza,Quintal,13.37,0.29
2015,Julio,Caña de Azúcar Tallo Fresco,Tonelada Métrica,34.88,0.03
2015,Julio,Cebolla Colorada Seca y Limpia de Primera,Quintal,26.83,0.59
2015,Julio,Cebolla Perla Seca y Limpia de Primera,Quintal,19.35,0.43
2015,Julio,Cerdo en Pie para Faenamiento,Libra,0.91,2.03
2015,Julio,Fréjol Amarillo Seco,Quintal,136.55,3.0
2015,Julio,Fréjol Rojo Seco,Quintal,50.0,1.1
2015,Julio,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,28.0,0.56
2015,Julio,Frutilla,Caja de 10 lb,3.63,0.8
2015,Julio,Haba Tierna en Vaina,Libra,0.5,1.11
2015,Julio,Huevo Mediano,Cubeta de 30 huevos,2.29,
2015,Julio,Leche Cruda,Litro,0.45,
2015,Julio,Limón,Saco aprox. 80 lb,40.0,1.1
2015,Julio,Maíz Duro Seco,Quintal,14.45,0.32
2015,Julio,Maíz Suave Choclo,Bulto aprox. 110 lb,16.0,0.32
2015,Julio,Maracuyá,Kilogramo,0.33,0.33
2015,Julio,Naranjilla Híbrida,Caja aprox. 35 lb,8.55,0.54
2015,Julio,Palma de Aceite,Tonelada Métrica,111.46,0.11
2015,Julio,Palmito,Tallo aprox. 3 lb,0.3,0.22
2015,Julio,Panela en Bloque,Quintal,29.25,0.64
2015,Julio,Panela Granulada,Quintal,47.36,1.04
2015,Julio,Papa Superchola,Quintal,15.49,0.34
2015,Julio,Pimiento,Saco aprox. 80 lb,23.47,0.65
2015,Julio,Piña MD-2,Kilogramo,0.4,0.4
2015,Julio,Piña Nacional,Kilogramo,0.52,0.52
2015,Julio,Pitahaya,Kilogramo,3.5,3.5
2015,Julio,Plátano Barraganete,Racimo aprox. 50 lb,1.83,0.08
2015,Julio,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.3,0.32
2015,Julio,Plátano Dominico,Racimo aprox. 50 lb,1.84,0.08
2015,Julio,Pollo en Pie,Libra,0.94,2.08
2015,Julio,Tomate de Árbol,Saco aprox. 80 lb,24.37,0.67
2015,Julio,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,5.67,0.36
2015,Julio,Tomate Riñón de Invernadero,Caja aprox. 35 lb,8.02,0.5
2015,Julio,Trigo,Quintal,20.75,0.46
2015,Julio,Yuca Amarga,Funda aprox. 150 lb,15.91,0.23
2015,Julio,Yuca Bolona Blanca,Funda aprox. 150 lb,20.0,0.29
2015,Agosto,Arroz Cáscara,Saca aprox. 200 lb,45.57,0.5
2015,Agosto,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Agosto,Banano Cavendish Enano,Caja aprox. 43 lb,4.48,0.23
2015,Agosto,Banano Cavendish Spot,Caja aprox. 43 lb,4.94,0.25
2015,Agosto,Brócoli,Kilogramo,0.25,0.25
2015,Agosto,Cacao CCN51 Almendra Seca,Quintal,115.43,2.54
2015,Agosto,Cacao Fino de Aroma Almendra Seca,Quintal,113.02,2.49
2015,Agosto,Café Arábigo Bola,Quintal,153.98,3.39
2015,Agosto,Café Robusta Cereza,Quintal,12.83,0.28
2015,Agosto,Caña de Azúcar Tallo Fresco,Tonelada Métrica,35.0,0.04
2015,Agosto,Cebolla Colorada Seca y Limpia de Primera,Quintal,32.56,0.72
2015,Agosto,Cebolla Perla Seca y Limpia de Primera,Quintal,20.44,0.45
2015,Agosto,Cerdo en Pie para Faenamiento,Libra,0.92,2.05
2015,Agosto,Fréjol Amarillo Seco,Quintal,122.5,2.7
2015,Agosto,Fréjol Rojo Seco,Quintal,50.0,1.1
2015,Agosto,Frutilla,Caja de 10 lb,3.19,0.7
2015,Agosto,Huevo Mediano,Cubeta de 30 huevos,2.73,
2015,Agosto,Leche Cruda,Litro,0.44,
2015,Agosto,Limón,Saco aprox. 80 lb,40.0,1.1
2015,Agosto,Maíz Duro Seco,Quintal,14.64,0.32
2015,Agosto,Maíz Suave Choclo,Bulto aprox. 110 lb,17.3,0.35
2015,Agosto,Maracuyá,Kilogramo,0.26,0.26
2015,Agosto,Naranjilla Híbrida,Caja aprox. 35 lb,8.95,0.56
2015,Agosto,Palma de Aceite,Tonelada Métrica,96.58,0.1
2015,Agosto,Palmito,Tallo aprox. 3 lb,0.26,0.19
2015,Agosto,Panela en Bloque,Quintal,39.17,0.86
2015,Agosto,Panela Granulada,Quintal,48.1,1.06
2015,Agosto,Papa Superchola,Quintal,14.98,0.33
2015,Agosto,Pimiento,Saco aprox. 80 lb,19.56,0.54
2015,Agosto,Piña MD-2,Kilogramo,0.35,0.35
2015,Agosto,Piña Nacional,Kilogramo,0.34,0.34
2015,Agosto,Pitahaya,Kilogramo,3.97,3.97
2015,Agosto,Plátano Barraganete,Racimo aprox. 50 lb,2.5,0.11
2015,Agosto,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.3,0.32
2015,Agosto,Plátano Dominico,Racimo aprox. 50 lb,2.01,0.09
2015,Agosto,Pollo en Pie,Libra,0.87,1.93
2015,Agosto,Quinua,Quintal,65.75,1.45
2015,Agosto,Tomate de Árbol,Saco aprox. 80 lb,22.82,0.63
2015,Agosto,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,6.25,0.39
2015,Agosto,Tomate Riñón de Invernadero,Caja aprox. 35 lb,7.38,0.46
2015,Agosto,Trigo,Quintal,21.56,0.47
2015,Agosto,Yuca Amarga,Funda aprox. 150 lb,14.22,0.21
2015,Agosto,Yuca Bolona Blanca,Funda aprox. 150 lb,20.0,0.29
2015,Septiembre,Arroz Cáscara,Saca aprox. 200 lb,41.5,0.46
2015,Septiembre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,21.73,0.43
2015,Septiembre,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Septiembre,Banano Cavendish Enano,Caja aprox. 43 lb,4.33,0.22
2015,Septiembre,Banano Cavendish Spot,Caja aprox. 43 lb,3.75,0.19
2015,Septiembre,Brócoli,Kilogramo,0.25,0.25
2015,Septiembre,Cacao CCN51 Almendra Seca,Quintal,119.48,2.63
2015,Septiembre,Cacao Fino de Aroma Almendra Seca,Quintal,117.55,2.59
2015,Septiembre,Café Arábigo Bola,Quintal,138.57,3.05
2015,Septiembre,Café Robusta Cereza,Quintal,13.4,0.29
2015,Septiembre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,34.54,0.03
2015,Septiembre,Cebolla Colorada Seca y Limpia de Primera,Quintal,26.82,0.59
2015,Septiembre,Cebolla Perla Seca y Limpia de Primera,Quintal,17.11,0.38
2015,Septiembre,Cerdo en Pie para Faenamiento,Libra,0.94,2.09
2015,Septiembre,Fréjol Amarillo Seco,Quintal,126.5,2.78
2015,Septiembre,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,36.0,0.72
2015,Septiembre,Frutilla,Caja de 10 lb,2.81,0.62
2015,Septiembre,Huevo Mediano,Cubeta de 30 huevos,2.43,
2015,Septiembre,Leche Cruda,Litro,0.44,
2015,Septiembre,Limón,Saco aprox. 80 lb,35.75,0.98
2015,Septiembre,Maíz Duro Seco,Quintal,13.99,0.31
2015,Septiembre,Maíz Suave Choclo,Bulto aprox. 110 lb,11.58,0.23
2015,Septiembre,Maracuyá,Kilogramo,0.23,0.23
2015,Septiembre,Naranjilla Híbrida,Caja aprox. 35 lb,8.61,0.54
2015,Septiembre,Palma de Aceite,Tonelada Métrica,96.78,0.1
2015,Septiembre,Palmito,Tallo aprox. 3 lb,0.26,0.19
2015,Septiembre,Panela en Bloque,Quintal,37.2,0.82
2015,Septiembre,Panela Granulada,Quintal,47.31,1.04
2015,Septiembre,Papa Superchola,Quintal,15.41,0.34
2015,Septiembre,Pimiento,Saco aprox. 80 lb,10.97,0.3
2015,Septiembre,Piña MD-2,Kilogramo,0.39,0.39
2015,Septiembre,Piña Nacional,Kilogramo,0.31,0.31
2015,Septiembre,Pitahaya,Kilogramo,3.75,3.75
2015,Septiembre,Plátano Barraganete,Racimo aprox. 50 lb,2.81,0.12
2015,Septiembre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.3,0.32
2015,Septiembre,Plátano Dominico,Racimo aprox. 50 lb,2.34,0.1
2015,Septiembre,Pollo en Pie,Libra,0.78,1.74
2015,Septiembre,Quinua,Quintal,75.05,1.65
2015,Septiembre,Tomate de Árbol,Saco aprox. 80 lb,23.67,0.65
2015,Septiembre,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,5.38,0.34
2015,Septiembre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,8.18,0.51
2015,Septiembre,Trigo,Quintal,23.75,0.52
2015,Septiembre,Yuca Amarga,Funda aprox. 150 lb,11.55,0.17
2015,Septiembre,Yuca Bolona Blanca,Funda aprox. 150 lb,20.0,0.29
2015,Octubre,Arroz Cáscara,Saca aprox. 200 lb,40.26,0.44
2015,Octubre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,28.79,0.58
2015,Octubre,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Octubre,Banano Cavendish Enano,Caja aprox. 43 lb,3.72,0.19
2015,Octubre,Banano Cavendish Spot,Caja aprox. 43 lb,3.69,0.19
2015,Octubre,Brócoli,Kilogramo,0.26,0.26
2015,Octubre,Cacao CCN51 Almendra Seca,Quintal,115.21,2.53
2015,Octubre,Cacao Fino de Aroma Almendra Seca,Quintal,115.24,2.54
2015,Octubre,Café Arábigo Bola,Quintal,137.74,3.03
2015,Octubre,Café Robusta Cereza,Quintal,13.44,0.3
2015,Octubre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,34.73,0.03
2015,Octubre,Cebolla Colorada Seca y Limpia de Primera,Quintal,22.32,0.49
2015,Octubre,Cebolla Perla Seca y Limpia de Primera,Quintal,17.22,0.38
2015,Octubre,Cerdo en Pie para Faenamiento,Libra,1.2,2.67
2015,Octubre,Fréjol Amarillo Seco,Quintal,126.5,2.78
2015,Octubre,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,34.33,0.69
2015,Octubre,Frutilla,Caja de 10 lb,3.25,0.71
2015,Octubre,Huevo Mediano,Cubeta de 30 huevos,2.48,
2015,Octubre,Leche Cruda,Litro,0.44,
2015,Octubre,Limón,Saco aprox. 80 lb,33.33,0.92
2015,Octubre,Maíz Duro Seco,Quintal,14.28,0.31
2015,Octubre,Maíz Suave Choclo,Bulto aprox. 110 lb,15.0,0.3
2015,Octubre,Maracuyá,Kilogramo,0.23,0.23
2015,Octubre,Naranjilla Híbrida,Caja aprox. 35 lb,8.67,0.55
2015,Octubre,Palma de Aceite,Tonelada Métrica,105.27,0.11
2015,Octubre,Panela en Bloque,Quintal,37.99,0.84
2015,Octubre,Panela Granulada,Quintal,42.58,0.94
2015,Octubre,Papa Superchola,Quintal,14.99,0.33
2015,Octubre,Pimiento,Saco aprox. 80 lb,8.44,0.23
2015,Octubre,Piña MD-2,Kilogramo,0.41,0.41
2015,Octubre,Piña Nacional,Kilogramo,0.28,0.28
2015,Octubre,Plátano Barraganete,Racimo aprox. 50 lb,2.85,0.13
2015,Octubre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.3,0.32
2015,Octubre,Plátano Dominico,Racimo aprox. 50 lb,2.45,0.11
2015,Octubre,Pollo en Pie,Libra,0.73,1.62
2015,Octubre,Quinua,Quintal,80.0,1.76
2015,Octubre,Soya,Quintal,26.0,0.57
2015,Octubre,Tomate de Árbol,Saco aprox. 80 lb,28.58,0.79
2015,Octubre,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,6.57,0.41
2015,Octubre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,7.96,0.5
2015,Octubre,Yuca Amarga,Funda aprox. 150 lb,10.33,0.15
2015,Octubre,Yuca Bolona Blanca,Funda aprox. 150 lb,19.0,0.28
2015,Noviembre,Arroz Cáscara,Saca aprox. 200 lb,38.55,0.42
2015,Noviembre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,27.17,0.54
2015,Noviembre,Banano Cavendish,Caja aprox. 43 lb,6.55,0.34
2015,Noviembre,Banano Cavendish Enano,Caja aprox. 43 lb,3.52,0.18
2015,Noviembre,Banano Cavendish Spot,Caja aprox. 43 lb,3.22,0.16
2015,Noviembre,Brócoli,Kilogramo,0.26,0.26
2015,Noviembre,Cacao CCN51 Almendra Seca,Quintal,121.09,2.66
2015,Noviembre,Cacao Fino de Aroma Almendra Seca,Quintal,118.8,2.61
2015,Noviembre,Café Arábigo Bola,Quintal,141.24,3.11
